Username,Username_Rating,Username_Review,Username_Verified,Username_Usefulness,Username_Date
Alec C.,3.0 out of 5 stars,"I wanted to love these headphones, but the ANC is wildly uneven for me. It’s purely a software problem - if Sony could let us manually control the ANC, and disable the adaptive adjustments, I don’t think I’d have any complaints. But we have no way of knowing if this is on their roadmap.
As is, when I sit even six feet away from a fan or AC unit, the headset goes into a frenzy trying to figure out how much ANC to apply. The constant fluctuations in ANC levels are super distracting and uncomfortable.",Verified Purchase,One person found this helpful,"Reviewed in the United States on June 7, 2022"
Bryan,5.0 out of 5 stars,"Me encanto el producto por su batería, la comodidad y su cancelación lo único que ahora en esta version no se pueden doblar como los XM4 pero eso es lo de menos ya que las competencias como los de apple tampoco se doblan.",Verified Purchase,,"Reviewed in the United States on July 29, 2022"
Amazon Customer,5.0 out of 5 stars,"I am so impressed and satisfied with this product. They have excellent noise cancellation, great sound quality and they are super light. The app is very useful and easy to use. As a plus, they have oval pads which makes them super comfortable even with multiple piercings and kinda large, I’ve worn them 6 hours straight with no issues. Totally recommend.",Verified Purchase,,"Reviewed in the United States on June 24, 2022"
Abhijeet,3.0 out of 5 stars,"Next gen headphones? More like gen1 headphones. Headphones are really uncomfortable if put on more than an hour. Not good if you are using it for laptop. Headphones app by sony is really poor and non user friendly. Noise cancellation is poor, doesn't work if you are moving. Not waterproof. Unfoldable. Sony has downgraded from xm4.
The only 2 good things in this headphones are fast charging and sound quality.
Don't buy if you are looking for noise cancellation, comfortablity or upgrade from xm4.",Verified Purchase,2 people found this helpful,"Reviewed in the United States on June 30, 2022"
Erik,5.0 out of 5 stars,"absolutely exceptional noise cancelling. sound is amazing whether watching a movie, playing a game, or listening to music. from the lows to highs these over ear headphones have it all. ambient noise thru options work great",Verified Purchase,,"Reviewed in the United States on August 10, 2022"
Daniel,5.0 out of 5 stars,"I’ve never owned a pair of headphones like this, but compared to the other headphones I’ve owned, this blows them out of the water.",Verified Purchase,One person found this helpful,"Reviewed in the United States on August 31, 2022"
Robert Hanley,1.0 out of 5 stars,"I have a pair of XM4's and when the XM5's came out, I purchases a 2nd pair. They changed the way they ""fold"" into the case, and my XM5's broke at the pivot after 5 months.
I reached out to Sony and they told me, ""you're out of luck"". They were so pompous and acted like this was not a problem and 'too bad, so sad'.
The headphones are great, but when you pay so much for headphones, you expect better customer service. I rarely reach out to customer support, and when I do, it's because it is deserved. I was given a defected set of headphones, and they were unwilling to acknowledge and take ownership of that.
It's such a shame they were so disrespectful... Nice work Emerson.
I will never buy another Sony product, and I cannot recommend anything they sell based on their customer support. Maybe you'll get lucky and never run into issues, but if you do, I hope you never have to work with Emerson (though I imagine that is how it goes across the board).
Thanks for ruining my week, I hope that makes you happy.",Verified Purchase,,"Reviewed in the United States on January 27, 2023"
Jonathan,2.0 out of 5 stars,I really really really enjoy this headphones when they are working properly. I’ve had the headphones for about 2 weeks now and for off reasons they keep intermittently cutting off and back on over and over and it’s very annoying to say the least. That completely spoiled the 10/10 experience I was having with these earphones in the beginning. I’m hoping I can get a replacement that work because I really love these headphone but if not a refund would be good.,Verified Purchase,2 people found this helpful,"Reviewed in the United States on December 20, 2022"
Bob R.,5.0 out of 5 stars,The sound is great and noise canceling is a plus. Really like that the batteries hold a charge for a lot longer that l thought they would.,Verified Purchase,One person found this helpful,"Reviewed in the United States on August 29, 2022"
Rick Kohlmeyer,5.0 out of 5 stars,These headphones are amazing and sound so awesome. Their battery life too... Damn it's just so good. Would recommend,Verified Purchase,One person found this helpful,"Reviewed in the United States on September 10, 2022"
Elieen,5.0 out of 5 stars,The noise cancellation is lovely! I love that you can control the degree of noise cancellation and choose to focus on voices or the environment! these headphones are so light despite their design. I think this is a worthwhile purchase!,Verified Purchase,,"Reviewed in the United States on July 26, 2022"
MR C M SOLARSH,5.0 out of 5 stars,Great headphones.,Verified Purchase,,"Reviewed in the United States on October 14, 2022"
Mario,5.0 out of 5 stars,hasta ahora a funcionado muy bien,Verified Purchase,,"Reviewed in the United States on October 5, 2022"
Brian,1.0 out of 5 stars,"I found my Beats Studio 3 headphones to perform better, unfortunately they broke [physical accident]. These headphones are definitely more comfortable, but that is all. For noise cancellation, they do a mediocre job when it comes to predictable noise (e.g fans or lawn mower). When it comes to less predictable noise (e.g. clanging dishes, hammering), they just don't cut it at all. Mine also seem to decide they are just going to turn themselves off while actively connected to a device and playing music. This is my second Sony product in a short period of time after not having bought from them for years, and I feel that they are not at the top of their game anymore, and will steer clear of their product in the future.
Nov 2022 Update:
These continue to disappoint at an epic level. With the latest September update, they continue to turn themselves off. I've found the touch sensitivity is so bad, if you are outside and happen to brush by a bush, it is enough to change settings. After a plane flight the other day, I found that they failed miserably there as well. Sure, they block out some noise, but not for what I paid - maybe 1/4 of what they are selling for. I am about to spend money that I shouldn't on a new pair of Apple headphones, because I am about to physically break these. I also tested them against a white noise machine that was 50 feet away, and they failed to block out this steady sound, even with music playing at a comfortable volume.
End of Nov 2022, and end of the headphones
I contacted Sony through chat, and they had me reset them. Then, all of the settings were disabled again. This did absolutely no good. The headphones continued to turn on/off the music, and turn on/off the level of sound control. I got so mad this morning that I ended up smashing/breaking them, so they are now in the trash.
Thanks a lot of this useless product/app/support Sony. Good riddance.",Verified Purchase,6 people found this helpful,"Reviewed in the United States on July 2, 2022"
